M.;TASTEVUIDE;S?bastien;09/08/1995;15 All?e des Enfants, Villeurbanne;302356352;sebastien.tastevuide@hotmail.com
M.;SEMONNIT;Walid;22/03/1993;2 Rue Flachet, Villeurbanne;287856816;wsemonnit8079@outlook.com
M.;MACHEL;S?bastien;25/10/1971;8 Rue Camille Koechlin, Villeurbanne;418488995;sebastien.machel@laposte.net
M.;BONNOARI;Cl?ment;05/10/1994;20 All?e Marcel Doret, Villeurbanne;271120571;cbonnoari@outlook.com
M.;DU;Nicolas;31/08/1990;17 Place des Maisons Neuves, Villeurbanne;846446806;ndu2574@laposte.net
M.;FONG;Duc Duy;10/02/1984;14 Rue L?on Chomel, Villeurbanne;825694629;duc-duy.fong@free.fr
M.;JAONG;Jose Carlos;07/03/1980;2 Boulevard Laurent Bonnevay, Villeurbanne;443501590;jjaong6675@outlook.com
M.;TIRSEN;Franck;25/08/1986;2 All?e Henri Georges Clouzot, Villeurbanne;608625447;franck.tirsen@free.fr
M.;PETIIT;Florian;16/02/1987;13 Rue du Champ de l'Orme, Villeurbanne;896090724;fpetiit@outlook.com
M.;SEARFICK;Jacques-Olivier;14/08/1996;16 Rue Montgolfier, Villeurbanne;778454199;jacques-olivier.searfick@hotmail.com
M.;JAMBOT;Jonathan;02/08/1992;13 Rue Pierre Louis Bernaix, Villeurbanne;831895356;jonathan.jambot@outlook.com
M.;CII;Tobias;09/05/1984;11 Rue Baudelaire, Villeurbanne;117772484;tcii5932@gmail.com
M.;STINCULOSCU;Lucas;07/09/1992;9 Rue Leo Lagrange, Villeurbanne;128083139;lstinculoscu3325@gmail.com
M.;MCGRAGAR;Zouhair;01/08/1983;4 Rue de l'Amitie, Villeurbanne;483430670;zouhair.mcgragar@laposte.net
M.;DA SALVA;Micha?l;17/04/1970;20 Boulevard du 11 Novembre 1918, Villeurbanne;988634459;mdasalva1215@laposte.net
M.;CABALLERE LLANOS;Mustafa;27/01/1990;17 Avenue Salvador Allende, Villeurbanne;892854923;mustafa.caballere-llanos@gmail.com
M.;MIREN;Arthur;02/02/1990;12 Place des Maisons Neuves, Villeurbanne;239479143;arthur.miren@gmail.com
M.;HILLE;Nicolas;29/08/1989;9 Rue Basile, Villeurbanne;854233508;nhille@laposte.net
M.;ANDRADO SELVA;Baptiste;03/05/1989;18 Impasse Brive, Villeurbanne;490902116;bandradoselva@hotmail.com
M.;CROPET;Quentin;13/04/1978;17 Rue L?on Chomel, Villeurbanne;855972835;qcropet@yahoo.com
M.;MOUSTINFII;Aur?lien;11/10/1989;14 Rue ?mile Decorps, Villeurbanne;858640060;aurelien.moustinfii@free.fr
M.;LA;Reda;01/10/1978;6 Rue de l'Avenir, Villeurbanne;379661587;rla8258@gmail.com
M.;BOCHATENE;Matthieu;06/07/1984;8 Rue Dedieu, Villeurbanne;866886125;mbochatene7051@yahoo.com
M.;FAUCHOT;Josselin;05/11/1996;20 Rue Hector Berlioz, Villeurbanne;544860376;josselin.fauchot@laposte.net
M.;SCHOUBOR;Thomas;08/11/1990;5 Rue de l'Amitie, Villeurbanne;198362519;thomas.schoubor@free.fr
M.;PHEN;Leonardo;06/04/1988;4 Rue Jules Valles, Villeurbanne;472427801;leonardo.phen@hotmail.com
M.;ELTOR;Nicolas;31/08/1990;16 All?e Henri Georges Clouzot, Villeurbanne;637004922;neltor1201@gmail.com
M.;GRANGI-PRADERAS;Johan;27/01/1988;12 Rue Wilhelmine, Villeurbanne;647125934;johan.grangi-praderas@free.fr
M.;DESSO;Mathieu;28/04/1987;19 Rue Andree Brevet, Villeurbanne;828572118;mathieu.desso@laposte.net
M.;SALBANNE;Nicolas;19/09/1988;12 Rue Pierre Joseph Proudhon, Villeurbanne;956161051;nicolas.salbanne@gmail.com
M.;ODAYER;Emmanuel;08/07/1988;15 Rue Charny, Villeurbanne;506058066;emmanuel.odayer@yahoo.com
M.;HILLE;R?mi;27/08/1995;6 Rue des Pres, Villeurbanne;744960042;remi.hille@free.fr
M.;RASSITTO;Aur?lien;11/12/1988;14 Rue Abbe A Firmin, Villeurbanne;278693958;arassitto184@laposte.net
M.;REUSSEOU;Samuel;12/06/1988;8 Rue Eugene Manuel, Villeurbanne;639628189;samuel.reusseou@yahoo.com
M.;DURHIM;Guillaume;01/11/1993;18 Rue Gervais Bussiere, Villeurbanne;389867586;guillaume.durhim@hotmail.com
M.;GINZILEZ ZARATE;Hugo;12/11/1993;13 Rue George Sand, Villeurbanne;139530112;hugo.ginzilez-zarate@yahoo.com
M.;FIURE;Vincent;03/07/1997;19 Rue Louis Becker, Villeurbanne;630242722;vfiure@gmail.com
M.;HOLGERT;Thibault;10/06/1987;17 All?e de la Cote, Villeurbanne;577299375;thibault.holgert@outlook.com
M.;CENI;Antoine;10/03/1984;17 Rue Camille Koechlin, Villeurbanne;389459290;aceni6863@gmail.com
M.;CORPINTEERI;Ousema;15/08/1995;16 Rue Alexandre Boutin, Villeurbanne;778800343;ocorpinteeri7712@yahoo.com
M.;PIQUOMAL;Arthur;19/04/1988;12 Rue Louis Ducroize, Villeurbanne;204671230;apiquomal6380@hotmail.com
M.;MECHIN;Pierre-Antoine;04/10/1992;11 Petite Rue de la Viabert, Villeurbanne;447017615;pmechin8510@gmail.com
M.;TEMBORRINO;Th?o;13/09/1984;13 Impasse Henri, Villeurbanne;754041806;theo.temborrino@gmail.com
M.;DES SANTOS OLIVAIRA;Tiago;28/11/1988;11 Rue Mozart, Villeurbanne;895750182;tiago.des-santos-olivaira@outlook.com
M.;JOONNOT;Jun Ghai;08/11/1995;16 Rue Monge, Villeurbanne;445881816;jun-ghai.joonnot@hotmail.com
Mme;FOUCERD;M?lodie;05/11/1982;3 Petite Rue de la Viabert, Villeurbanne;958375084;mfoucerd@hotmail.com
M.;JAMBOT;Adrien;08/11/1995;7 Place du Chanoine Boursier, Villeurbanne;720191074;ajambot2611@laposte.net
M.;NOHAL;J?r?my;03/12/1997;3 Rue Colonel Klobb, Villeurbanne;986095276;jnohal6912@gmail.com
M.;LOGAY;Romain;03/11/1971;11 Rue Bernard Lecache, Villeurbanne;171402424;rlogay993@gmail.com
M.;NOUDO;Florent;16/03/1995;6 Rue Fran?ois Gillet, Villeurbanne;379478524;fnoudo1232@gmail.com
M.;BINDROSS;Alex;31/03/1994;12 Rue Philippe Verzier, Villeurbanne;665135867;alex.bindross@laposte.net
M.;AXBROYAT;Thibault;30/07/1984;15 Rue Charlie Chaplin, Villeurbanne;836975535;thibault.axbroyat@outlook.com
M.;DALHEMME;Cl?ment;29/06/1995;12 Rue Viret, Villeurbanne;744210659;clement.dalhemme@yahoo.com
Mme;DIRIUSSEN;Agnieszka;23/02/1992;4 Rue Henri Legay, Villeurbanne;403990913;agnieszka.diriussen@gmail.com
M.;BROYNOT;Nicolas;09/03/1972;19 Rue Jean Claude Vivant, Villeurbanne;267260504;nbroynot8442@laposte.net
M.;HOBERT;Alexis;12/09/1975;11 Rue Baudelaire, Villeurbanne;793044329;alexis.hobert@outlook.com
M.;SEMENNOT;Jean-Kristian;09/06/1991;17 Avenue du G?n?ral Leclerc, Villeurbanne;760890201;jsemennot1115@laposte.net
M.;ESIZA VEGA;Lionel;21/10/1994;14 Rue de la Serenite, Villeurbanne;553444249;lesizavega@hotmail.com
M.;SELBENNE;Arnaud;27/07/1995;12 Rue Bourgchanin, Villeurbanne;199377186;arnaud.selbenne@gmail.com
M.;HIRNOY;Jan;21/06/1981;8 Rue Octavie, Villeurbanne;182410764;jan.hirnoy@laposte.net
M.;DIURILLE;Haoyu;16/01/1977;2 Rue de la Ligne de l'Est, Villeurbanne;893250746;hdiurille1574@laposte.net
M.;BORONGER;Joris;12/05/1990;15 Rue Pierre Loti, Villeurbanne;514133110;joris.boronger@hotmail.com
M.;RANAUX;Yoann;11/10/1989;9 Rue Son Tay, Villeurbanne;212682015;yoann.ranaux@hotmail.com
M.;DO PESQUALI;Alexis;05/06/1989;6 Place du Commandant Rivi?re, Villeurbanne;743545528;alexis.do-pesquali@free.fr
M.;BROYNET;Pierre-Yves;03/10/1996;8 Rue de Lorraine, Villeurbanne;217520725;pbroynet9267@outlook.com
M.;LO;St?phane;30/07/1989;19 Rue du Foyer, Villeurbanne;882662597;slo3502@gmail.com
M.;GEORD;Charly;14/05/1984;1 Rue Geoffray, Villeurbanne;645551104;charly.geord@gmail.com
M.;LO;Teodor;23/03/1997;6 Rue Baudin, Villeurbanne;174026707;teodor.lo@outlook.com
M.;DIS SANTOS OLEVIIRA;Julien;06/11/1978;13 Rue Fr?d?ric Passy, Villeurbanne;888362752;julien.dis-santos-oleviira@hotmail.com
M.;KEY;Romain;04/04/1992;17 All?e des C?dres, Villeurbanne;144833273;romain.key@gmail.com
M.;ROPAULT;Andres Eugenio;15/05/1983;14 Cours Andr? Philip, Villeurbanne;811743691;aropault@yahoo.com
M.;HIRNOY;Kevin;19/02/1990;6 Impasse Alexandre Dumas, Villeurbanne;607436392;kevin.hirnoy@hotmail.com
M.;BASOTELLA;J?r?my;07/06/1986;8 Rue Paul Lafargue, Villeurbanne;255003079;jbasotella9255@outlook.com
Mme;LAFEBVRE;Zakaria;31/03/1971;7 Rue Anatole France, Villeurbanne;489580657;zlafebvre6355@laposte.net
M.;OMOYAL;Xiao;17/03/1987;10 Rue Florian, Villeurbanne;974852217;xomoyal2894@hotmail.com
M.;BAUCHOUEREB;Benoit;16/06/1994;5 Impasse Buyet, Villeurbanne;174434845;bbauchouereb6851@gmail.com
M.;BOTTAL;Alexandru;20/05/1984;7 Rue Alexandre Ribot, Villeurbanne;459899841;alexandru.bottal@hotmail.com
M.;BEUZID;Ga?tan;29/01/1972;3 Rue Mauvert, Villeurbanne;914112906;gbeuzid4218@outlook.com
M.;EL MUFTE;Timoth?e;08/07/1988;9 Rue Louis Malle, Villeurbanne;211105962;telmufte@laposte.net
M.;BIRRITA MATEAS DANTAS;Walaa;27/01/1985;1 Rue Tranquille, Villeurbanne;410470726;wbirritamateasdantas9178@yahoo.com
Mme;FRINCHAT;Erika;17/10/1997;15 Rue des 2 Fr?res, Villeurbanne;195111691;efrinchat@yahoo.com
Mme;TSOFACK LOKEUNDJO;Hanae;10/09/1973;11 Avenue Auguste Blanqui, Villeurbanne;704193935;htsofacklokeundjo1462@gmail.com
Mme;POEI;Nathalie;29/04/1983;19 Rue Louise Michel, Villeurbanne;359793452;npoei4475@yahoo.com
M.;PEREORE-REIS;Cl?ment;21/07/1995;7 Rue des 2 Fr?res, Villeurbanne;440335377;clement.pereore-reis@laposte.net
Mme;BARRAZA PONTE;Elody;17/04/1974;11 Rue Alfred de Musset, Villeurbanne;215207038;elody.barraza-ponte@laposte.net
M.;DIMENGUES;J?r?my;19/07/1975;15 Rue Basile, Villeurbanne;562039765;jeremy.dimengues@free.fr
M.;OUDIER;Victor;13/04/1990;1 Boulevard de la Bataille de Stalingrad, Villeurbanne;938417990;voudier3913@free.fr
M.;MOURAL;Christophe;27/12/1971;4 Rue Louis Goux, Villeurbanne;161517937;cmoural5360@gmail.com
M.;GAUDAN;Thomas;23/11/1970;2 Rue Victor Hugo, Villeurbanne;470897356;thomas.gaudan@laposte.net
M.;KON-SUN-TICK;Maxime;23/02/1992;3 Impasse des Soeurs, Villeurbanne;195130865;maxime.kon-sun-tick@hotmail.com
M.;GRINDOS;Khalil;27/05/1983;20 Rue de Venise, Villeurbanne;874681033;khalil.grindos@hotmail.com
Mme;BLIM;Hanae;18/04/1987;16 Rue Bat Yam, Villeurbanne;193217034;hanae.blim@hotmail.com
M.;DEUVAOR;Romaric;31/10/1987;7 Rue Charles Perrault, Villeurbanne;717730490;rdeuvaor1749@gmail.com
Mme;DUBIURG;Nataly;18/11/1971;6 Rue de la Solidarite, Villeurbanne;756499181;ndubiurg529@free.fr
M.;GOSCHE;Moulay Mamoun;23/11/1994;18 Impasse ?douard Aynard, Villeurbanne;475756550;moulay-mamoun.gosche@yahoo.com
Mme;DREUYOR;Alexandra;07/11/1991;20 Avenue Monin, Villeurbanne;289080871;alexandra.dreuyor@yahoo.com
M.;VOLLANUOVA GINZALEZ;Imane;01/02/1992;10 Rue de la Cloche, Villeurbanne;309122521;ivollanuovaginzalez@outlook.com
Mme;PHON;Anna Christina;24/09/1994;8 Rue Henri Balay, Villeurbanne;634976341;anna-christina.phon@laposte.net
M.;LUL?;Jonathan;08/05/1994;20 Avenue Aristide Briand, Villeurbanne;435985000;jlule@yahoo.com
M.;MINERD;Florent;03/08/1991;4 Rue Marteret, Villeurbanne;417891894;fminerd5603@hotmail.com
M.;YOMAMATU TANAKA;Bastien;13/06/1992;14 Impasse ?douard Aynard, Villeurbanne;248191581;byomamatutanaka6188@gmail.com
M.;GUYOMERD;Xavier;26/04/1985;15 Rue de Milan, Villeurbanne;459203247;xavier.guyomerd@gmail.com
M.;QUIIRIZ;Vincent;12/01/1986;2 Rue Francis Chirat, Villeurbanne;634243383;vincent.quiiriz@hotmail.com
M.;PIPOLLIA;Charly;20/03/1988;7 Rue Ch?teau Gaillard, Villeurbanne;823258200;cpipollia1586@free.fr
M.;HODZHOV;Tiago;18/08/1986;9 Rue Louis Malle, Villeurbanne;284210435;tiago.hodzhov@laposte.net
M.;BUISSAN;Simon;16/12/1989;10 Rue du Mar?chal Foch, Villeurbanne;912864635;sbuissan2812@hotmail.com
Mme;ILTAR;Anabel;21/01/1981;11 Rue Michel Servet, Villeurbanne;323467975;ailtar@hotmail.com
Mme;PEUL;Laura;23/08/1989;6 Rue Raspail, Villeurbanne;469371635;lpeul7768@free.fr
Mme;TEUMIE;Ir?n?e;05/11/1984;7 Impasse ?douard Aynard, Villeurbanne;797907379;irenee.teumie@outlook.com
M.;AXBREYAT;Yohann;24/03/1970;2 Impasse des Bienvenus, Villeurbanne;712799215;yohann.axbreyat@free.fr
M.;GANZILIZ OBANDO;Florent;29/06/1987;6 Rue Basile, Villeurbanne;235240411;fganzilizobando6203@gmail.com
M.;BOYLO;Philippe;28/11/1983;10 Place des Passementiers, Villeurbanne;559061517;pboylo2095@outlook.com
M.;TIRDY;Vincent;29/09/1979;12 Rue de Milan, Villeurbanne;226814571;vtirdy2322@gmail.com
M.;CHONI-MENG-HIME;Emmanuel;10/11/1980;2 Rue de la Fraternite, Villeurbanne;557745829;echoni-meng-hime4744@hotmail.com
M.;DAGHMA;J?r?my;26/01/1970;3 Rue Pierre Louis Bernaix, Villeurbanne;836897892;jeremy.daghma@yahoo.com
M.;EULD MOHAMODEN BABA;Jose Luis;28/07/1988;19 Rue Severine, Villeurbanne;817859156;jeuldmohamodenbaba9368@yahoo.com
M.;CERAGOULO;Ricardo Alberto;21/10/1979;9 Rue de la Prevoyance, Villeurbanne;743942902;ricardo-alberto.ceragoulo@hotmail.com
M.;STERRS;Marc;12/06/1972;16 Rue des Acacias, Villeurbanne;484598185;marc.sterrs@free.fr
M.;UGHOTTA;Hubert;17/03/1986;6 Impasse Alexandre Dumas, Villeurbanne;222610835;hughotta621@yahoo.com
M.;MITTO;Thomas;12/12/1994;7 Rue de Lorraine, Villeurbanne;237332504;tmitto@yahoo.com
Mme;JECQUANAT;Yi Quan;26/04/1994;12 Impasse Chatigny, Villeurbanne;826896518;yi-quan.jecquanat@free.fr
M.;IGBANGBE;Octavian;11/01/1978;17 Rue du Caporal Morange, Villeurbanne;184943911;oigbangbe8930@yahoo.com
M.;BAURGAN;Loic;26/01/1984;9 Rue Jean Pierre Bredy, Villeurbanne;250773272;loic.baurgan@hotmail.com
Mme;DIUSSIN;Pekka;25/10/1988;17 Rue Jean Baptiste Durand, Villeurbanne;574679898;pdiussin6592@yahoo.com
Mme;G?RLETZ;Estelle;17/12/1985;17 Impasse des Iris, Villeurbanne;236715079;estelle.gorletz@yahoo.com
M.;LINGLIIS;Guillaume;30/10/1987;14 All?e du Levant, Villeurbanne;133834354;guillaume.lingliis@outlook.com
Mme;THELOT;Laura;25/07/1994;15 Impasse ?douard Aynard, Villeurbanne;855884060;lthelot4913@outlook.com
Mme;RILLIND;Sannine;04/07/1984;14 Rue de la Somme, Villeurbanne;623643306;srillind9619@yahoo.com
M.;MINNAUNA;Ianic;26/01/1984;14 Rue Charles Montaland, Villeurbanne;294088619;ianic.minnauna@free.fr
M.;GAJON PORADES;Azhar;07/06/1995;15 Rue du Professeur Calmette, Villeurbanne;722262772;agajonporades8267@yahoo.com
Mme;WESTOELS;Val?rie;03/02/1983;11 All?e des C?dres, Villeurbanne;113284183;valerie.westoels@free.fr
M.;IOT-AEUDIA;Th?o;24/08/1976;5 Boulevard Eugene Reguillon, Villeurbanne;471228085;tiot-aeudia@yahoo.com
Mme;MANNOT;Rym;28/08/1975;3 Rue du Luizet, Villeurbanne;951539597;rym.mannot@laposte.net
M.;LIGER;Adrien;13/06/1997;14 Rue Lucette Et Ren? Desgrand, Villeurbanne;429087770;aliger1112@free.fr
Mme;OBADII;Gabriela;21/04/1978;2 Cours de la R?publique, Villeurbanne;682437950;gabriela.obadii@outlook.com
M.;FARAONI;Thibaud;16/07/1989;15 Rue Eugene Fourniere, Villeurbanne;586773153;tfaraoni3413@laposte.net
M.;LEU;Guillaume;14/08/1977;19 All?e de l'Enfance, Villeurbanne;107267191;guillaume.leu@free.fr
M.;FEKROT;Romain;17/05/1981;4 Rue Mauvert, Villeurbanne;374447938;rfekrot307@yahoo.com
M.;VARIPINMIDELY;Manuel;08/05/1996;3 Rue de la Fraternite, Villeurbanne;992000467;manuel.varipinmidely@outlook.com
M.;TILBI;Omar Ariosto;22/09/1991;14 Rue Joseph Gillet, Villeurbanne;507123802;omar-ariosto.tilbi@outlook.com
Mme;KINDOL;Daphne;25/10/1986;17 Rue Anatole France, Villeurbanne;709018781;dkindol6014@yahoo.com
M.;MIRGAD;Yann;28/09/1993;13 Rue Jean Novel, Villeurbanne;164484754;ymirgad8656@free.fr
M.;FEUGEROY;Billy;28/11/1983;6 Rue de Verdun, Villeurbanne;723327601;billy.feugeroy@free.fr
Mme;DEUVAAR;Oana-Maria;27/06/1996;14 Rue Yvonne, Villeurbanne;292469319;odeuvaar5057@laposte.net
M.;LOGGOERI;Victor;10/04/1977;9 Rue Delornage, Villeurbanne;531004940;vloggoeri8576@hotmail.com
Mme;CEUDIRT;Mathilde;03/06/1988;19 Avenue Aristide Briand, Villeurbanne;235904157;mceudirt9710@yahoo.com
M.;MADEINI;Lo?c;30/05/1993;6 Place du Chanoine Boursier, Villeurbanne;107979988;lmadeini@outlook.com
Mme;LAENERT;Meriem;28/07/1986;7 Avenue Paul Kruger, Villeurbanne;572987395;meriem.laenert@yahoo.com
M.;GILUMBEONU;Philippe;01/10/1993;10 Rue Roger Lenoir, Villeurbanne;945963938;pgilumbeonu8850@laposte.net
M.;BRU MINSERROT;Rapha?l;02/10/1987;3 Rue Wilhelmine, Villeurbanne;941781171;rbruminserrot@hotmail.com
M.;IONCU;Nicolas;27/06/1991;9 Rue de la Poudrette, Villeurbanne;333430964;nicolas.ioncu@laposte.net
M.;MAHJAUB;Azhar;21/07/1984;18 Rue du 14 Juillet 1789, Villeurbanne;968185120;azhar.mahjaub@free.fr
Mme;LO;Leila;13/12/1988;12 Rue Louis Mille, Villeurbanne;116722183;llo@gmail.com
M.;PLETTONAN;Vincent;20/02/1997;18 Rue Chambfort, Villeurbanne;948207370;vincent.plettonan@hotmail.com
M.;DUSERT;Arthur;14/10/1993;17 Rue Bat Yam, Villeurbanne;711234591;arthur.dusert@gmail.com
M.;ISTIER;Xavier;05/10/1979;16 Rue Alfred de Musset, Villeurbanne;795839616;xistier@outlook.com
M.;MEURECO;Yannick;17/09/1991;6 Rue des Bienvenus, Villeurbanne;130160677;ymeureco8344@gmail.com
M.;TULIUP;Benjamin;03/12/1991;10 Rue Raoul Durand, Villeurbanne;643326945;benjamin.tuliup@yahoo.com
M.;LABROET;Raphael;19/10/1979;4 Rue de la Prevoyance, Villeurbanne;676270835;raphael.labroet@outlook.com
M.;ROABROECK;Moez;27/01/1990;6 Rue Leo Lagrange, Villeurbanne;139407863;mroabroeck@outlook.com
M.;MORY;Julien;17/10/1982;9 Impasse Bayet, Villeurbanne;884376708;julien.mory@free.fr
Mme;SILL;Claire;23/12/1986;6 Rue du Tonkin, Villeurbanne;907039885;csill6978@free.fr
M.;HIUSTANT;Damien;10/11/1977;18 Rue d'Inkermann, Villeurbanne;972492652;damien.hiustant@gmail.com
M.;HUMBART-LABEAUMAZ;Guillaume;04/09/1978;6 Rue Jules Guesde, Villeurbanne;345874864;guillaume.humbart-labeaumaz@gmail.com
M.;GARCEA CARDENAS;Maxime;17/10/1996;2 Rue de l'?galit?, Villeurbanne;653324782;mgarceacardenas@laposte.net
M.;CROPAN;Maxime;15/11/1972;15 Rue Charles Robin, Villeurbanne;550577190;maxime.cropan@hotmail.com
M.;TEMBERRENO;Guillaume;28/08/1985;3 Rue Clement Michut, Villeurbanne;179757121;guillaume.temberreno@hotmail.com
M.;EAN;Martin;10/06/1973;5 Rue Roger Lenoir, Villeurbanne;127352400;martin.ean@yahoo.com
M.;LIPOZ;Khalid;07/10/1992;13 Rue Valentin Hauy, Villeurbanne;280983433;klipoz@outlook.com
M.;MAUSTANFII;Yibin;23/03/1977;11 Rue Yvonne, Villeurbanne;589278224;ymaustanfii102@yahoo.com
M.;LOGER;Thibaud;02/05/1986;4 Rue Georges Picot, Villeurbanne;363281614;tloger5948@hotmail.com
M.;EAN;Fabrice;28/08/1986;1 Rue Paul Cambon, Villeurbanne;790721529;fean8923@laposte.net
M.;BENYEUB;S?bastien;08/08/1976;2 Rue Max Linder, Villeurbanne;272135324;sbenyeub1064@hotmail.com
M.;ERNAULT;Emmanuel;20/06/1988;12 Rue des Acacias, Villeurbanne;164221638;eernault6849@laposte.net
M.;CUCCHE;Vincent;22/09/1981;16 Rue Lancon, Villeurbanne;232615089;vcucche@gmail.com
M.;RAHR;Jeroen;11/04/1979;6 Rue Clement Michut, Villeurbanne;863895337;jeroen.rahr@hotmail.com
Mme;MAUTO;Paula;21/11/1983;2 Rue Camille Koechlin, Villeurbanne;559908490;pmauto@outlook.com
M.;RACHERD;Jean-Fran?ois;19/09/1975;16 Rue de la Prevoyance, Villeurbanne;594784050;jean-francois.racherd@laposte.net
M.;JACQUET;Maxime;15/07/1985;8 Rue de la Marne, Villeurbanne;893457540;mjacquet9043@hotmail.com
M.;SODRY;Julien;12/02/1997;12 Rue du Pont des Planches, Villeurbanne;830575560;jsodry5001@yahoo.com
M.;GOEGER;Bastien;27/04/1995;10 Rue de Venise, Villeurbanne;299119445;bastien.goeger@yahoo.com
M.;GIYEL;Radu;22/12/1996;13 Rue Yvonne Chanu, Villeurbanne;918737630;radu.giyel@hotmail.com
M.;PREITO;Thomas;21/08/1985;17 Petite Rue de la Viabert, Villeurbanne;123247653;tpreito@hotmail.com
M.;VA;Loic;28/02/1983;8 Rue John Ford, Villeurbanne;601957149;lva8876@outlook.com
M.;NOW;Philipp;29/09/1996;16 Rue de la Ligne de l'Est, Villeurbanne;705883594;philipp.now@yahoo.com
M.;MARTENAT;Simon;29/03/1991;8 Avenue Antoine de Saint Exupery, Villeurbanne;267232092;simon.martenat@yahoo.com
M.;KOLLER ROCHTER;Pierre;02/09/1996;14 Rue Armand, Villeurbanne;803906745;pierre.koller-rochter@outlook.com
Mme;YENG;Karen;28/01/1994;1 Impasse Amblard, Villeurbanne;599335457;kyeng217@free.fr
M.;EL MONSEURI;Mathieu;11/01/1978;13 Rue du Progres, Villeurbanne;783759634;melmonseuri2274@hotmail.com
M.;TIEXEIRE DA CUNHA JUNIOR;Lo?c;06/10/1996;6 Rue de la Ligne de l'Est, Villeurbanne;937347654;loic.tiexeire-da-cunha-junior@yahoo.com
M.;MAREAN;Antoine;18/11/1989;20 Rue Joseph Gillet, Villeurbanne;974290146;amarean6594@laposte.net
M.;DI SOUZE ALMEIDA;Pierre-Fran?ois;04/06/1990;17 Rue de la Baisse, Villeurbanne;655422589;pierre-francois.di-souze-almeida@outlook.com
M.;SIPAN;Charlie;29/07/1984;4 Rue du Vert Buisson, Villeurbanne;842610838;charlie.sipan@gmail.com
M.;ZOHLOKE;S?bastien;27/08/1980;20 Rue Alexandre Dumas, Villeurbanne;404173890;szohloke7536@outlook.com
Mme;JOEN;Flavie;29/09/1996;8 Rue des Bluets, Villeurbanne;244943919;fjoen6987@laposte.net
M.;MEOSANNEUVE;J?r?my;12/08/1976;20 Rue du Roulet, Villeurbanne;552704104;jmeosanneuve1356@gmail.com
M.;DAL CESTELLO IGAREDA;Mathieu;08/10/1975;3 Rue Michel Servet, Villeurbanne;962152316;mdalcestelloigareda2260@outlook.com
M.;GROMILDI;Nicolas;07/10/1987;3 Impasse Bayet, Villeurbanne;125230149;ngromildi7815@gmail.com
M.;SANIPAYAN;Azhar;21/02/1973;14 All?e de l'Enfance, Villeurbanne;106606684;asanipayan@outlook.com
Mme;PAGUIT-LICROIX;Cynthia;03/01/1988;19 Rue de la Poste, Villeurbanne;905296877;cynthia.paguit-licroix@outlook.com
M.;DUFFY-CEASSIRD;Luc;14/02/1993;9 Rue L?on Fabre, Villeurbanne;605562481;luc.duffy-ceassird@free.fr
M.;SAMONNAT;Tristan;07/01/1993;15 Rue John Ford, Villeurbanne;666811142;tristan.samonnat@outlook.com
M.;HAU;R?mi;22/09/1991;14 Rue de France, Villeurbanne;495941741;rhau@laposte.net
M.;BAURJODI;Kevin;29/02/1980;16 Rue de la Cooperative, Villeurbanne;375679275;kevin.baurjodi@laposte.net
M.;DURENTAN;Xiao;16/02/1984;11 Rue Decomberousse, Villeurbanne;607907192;xdurentan2246@gmail.com
M.;PADRILA;Beno?t;06/10/1983;1 Rue Jean Pierre Bredy, Villeurbanne;804508984;bpadrila6269@hotmail.com
M.;KLAINPETER;Juha;28/10/1987;17 Rue Victor Basch, Villeurbanne;232024236;jklainpeter8163@outlook.com
M.;HOLLE;R?mi;06/12/1984;8 Rue Marcel Doret, Villeurbanne;143626255;remi.holle@gmail.com
M.;JILY;Nicolas;25/02/1988;7 Avenue Gaston Berger, Villeurbanne;525715704;njily331@free.fr
M.;BORDY;Monica;18/04/1988;18 Rue Alexandre Boutin, Villeurbanne;617632165;mbordy9892@yahoo.com
M.;SOUABE;Pablo;26/12/1978;14 Avenue Amp?re, Villeurbanne;830490677;pablo.souabe@outlook.com
M.;ORMAJO BIDON;Lionel;25/12/1983;8 Rue Denis Papin, Villeurbanne;700303977;lormajobidon1645@gmail.com
Mme;AOT EUASSARAH;Hanae;13/05/1988;17 Impasse Richard, Villeurbanne;752160266;hanae.aot-euassarah@free.fr
M.;EL MOAREUFO;C?sar;22/12/1981;11 Rue Louis Teillon, Villeurbanne;868655892;cesar.el-moareufo@yahoo.com
M.;SOLOSSE;Vincent;26/12/1974;3 Place des Passementiers, Villeurbanne;630781615;vincent.solosse@gmail.com
M.;PHEN;C?dric;21/01/1996;4 Rue ?douard Aynard, Villeurbanne;763590852;cedric.phen@laposte.net
M.;RENDREAMANEHISOA;Stanislas;23/04/1984;15 Rue Bonnet, Villeurbanne;826483044;stanislas.rendreamanehisoa@free.fr
M.;MONNIT;Radu;03/02/1984;13 Rue Eugene Fourniere, Villeurbanne;649595680;rmonnit@gmail.com
M.;CHATALON;Xavier;27/03/1985;4 Rue L?on Piat, Villeurbanne;342160134;xavier.chatalon@yahoo.com
M.;SANAPAYIN;Etienne;10/05/1993;5 Rue d'Hanoi, Villeurbanne;821168510;esanapayin4259@free.fr
M.;CEURLOT;Florian;13/12/1993;13 Rue Pelisson, Villeurbanne;948039309;florian.ceurlot@hotmail.com
M.;PROOTE;Thi?baud;02/03/1979;2 Rue des Bluets, Villeurbanne;847090862;thiebaud.proote@free.fr
M.;WETTERWOLD;Maxime;01/04/1985;14 Rue Billon, Villeurbanne;941736551;maxime.wetterwold@hotmail.com
